OBJECTID,StopAbbr,StopName,FacingDir,Lighting,ADA_ACCESS,BASE,Route_List,Municipality,County,Ons_Dec19,OFFs_Dec19,Position,LIFT,CURB,CURB_CUT,SIDEWALK,Stop_Type,Latitude,Longitude,Census_2010_Tracts_GA_GEOID10,Census_2010_Tracts_GA_NAMELSAD10,Census_2010_Tracts_GA_INTPTLAT10,Census_2010_Tracts_GA_INTPTLON10,NoCarPercentage19,MedHHI19,TotPop19,PerCapitaInc19,Missing Amenities,Shelter
2035,900976,MARTIN L KING J DR SW @ 2800,E,1,Y,DIRT,66;68;73;165,Atlanta,Fulton,44.401251,27.394145,AT,Y,Y,Y,Y,Sign,33.754318,-84.478042,13121008102,Census Tract 81.02,33.7418906,-84.4717028,26.4,27119,6647,22271.1,  ,0
2037,901193,MARTIN L KING JR DR SW @ PEYTON PL SW,W,1,N,DIRT,66;68;73;165;867,Atlanta,Fulton,45.206945,29.995653,NS,Y,Y,N,Y,Sign,33.754337,-84.476135,13121008102,Census Tract 81.02,33.7418906,-84.4717028,26.4,27119,6647,22271.1, ADA_Access ,0
2038,900917,MARTIN L KING JR DR SW @ LINKWOOD RD NW,E,1,Y,DIRT,66;68;73;165,Atlanta,Fulton,23.757346,17.180807,NS,Y,Y,Y,Y,Sign,33.754356,-84.481399,13121008102,Census Tract 81.02,33.7418906,-84.4717028,26.4,27119,6647,22271.1,  ,0
2113,103060,BOULEVARD NE @ OLD WHEAT ST NE,N,1,Y,CONC,809,Atlanta,Fulton,4.728015,12.112372,NS,Y,Y,Y,Y,Sign,33.755851,-84.37208,13121002900,Census Tract 29,33.7580053,-84.3693491,11.7,71210,2425,55438.1,  ,0
2126,900974,BOULEVARD NE @ OLD WHEAT ST NE,S,1,Y,DIRT,809,Atlanta,Fulton,4.55425,3.04867,NS,Y,Y,Y,Y,Sign,33.756034,-84.372228,13121002900,Census Tract 29,33.7580053,-84.3693491,11.7,71210,2425,55438.1,  ,0
2187,902913,CAROLINE ST @ 1245,E,1,Y,CONC,102,Atlanta,DeKalb,33.167317,49.178532,AT,Y,Y,Y,Y,Sign,33.758338,-84.347739,13089020500,Census Tract 205,33.7526586,-84.3416194,14.9,65694,3161,42099.4,  ,0
2193,902882,CAROLINE ST @ 1270,W,1,Y,DIRT,102,Atlanta,DeKalb,46.629405,28.282124,AT,Y,Y,Y,Y,Sign,33.758437,-84.347065,13089020500,Census Tract 205,33.7526586,-84.3416194,14.9,65694,3161,42099.4,  ,0
2222,903461,BOULEVARD NE @ CAIN ST NE,S,0,Y,CONC,809,Atlanta,Fulton,8.457167,6.897342,NS,Y,Y,Y,Y,Sign,33.759818,-84.372098,13121002900,Census Tract 29,33.7580053,-84.3693491,11.7,71210,2425,55438.1,Lighting  ,0
2227,905430,CARVER DR NW @ FAIRFIELD PL NW,E,1,Y,DIRT,867,Atlanta,Fulton,20.832946,4.870696,NS,Y,Y,Y,Y,Sign,33.759905,-84.463158,13121008301,Census Tract 83.01,33.7642262,-84.4588616,37.5,25060,2327,15765.7,  ,0
2228,900950,BOULEVARD NE @ FREEDOM PKWY NE,N,0,Y,DIRT,809,Atlanta,Fulton,6.039262,19.131474,NS,Y,Y,Y,Y,Sign,33.759951,-84.371762,13121002900,Census Tract 29,33.7580053,-84.3693491,11.7,71210,2425,55438.1,Lighting  ,0
2299,901355,JOSEPH E BOONE BLVD @ GRIFFIN ST NW,E,0,Y,CONC,51,Atlanta,Fulton,22.967859,18.787281,NS,Y,Y,Y,Y,Sign,33.763241,-84.411346,13121002500,Census Tract 25,33.7590745,-84.4126613,39.3,30283,2814,16237.6,Lighting  ,0
2301,900710,JOSEPH E BOONE BLVD @ JAMES P BRAWLEY,E,1,Y,CONC,51,Atlanta,Fulton,25.105845,12.712185,NS,Y,Y,Y,Y,Sign,33.763285,-84.412774,13121002500,Census Tract 25,33.7590745,-84.4126613,39.3,30283,2814,16237.6,  ,0
2305,211909,MARTIN L KING JR DR SW @ ADAMSVILLE PLACE PKWY  SW,SE,0, ,DIRT,73;856,Atlanta,Fulton,8.339287,2.755298,FS, ,Y,Y,Y,Sign,33.763349,-84.509221,13121007805,Census Tract 78.05,33.7542322,-84.5385907,27.4,31174,3397,20944.7,Lighting  ,0
2309,900906,JOSEPH E BOONE BLVD @ SUNSET AVE NW,E,1,Y,CONC,51,Atlanta,Fulton,15.075935,4.93538,FS,Y,Y,Y,Y,Other Bench,33.76338,-84.40976,13121002500,Census Tract 25,33.7590745,-84.4126613,39.3,30283,2814,16237.6,  ,0
2310,904341,JOSEPH E BOONE BLVD @ MAYSON TURNER,E,1,Y,DIRT,51,Atlanta,Fulton,18.872312,12.150168,NS,Y,Y,Y,Y,Sign,33.763402,-84.425488,13121002400,Census Tract 24,33.7586698,-84.4248089,32.4,28056,2902,19166.3,  ,0
2313,900805,JOSEPH E BOONE BLVD @ VINE ST NW,E,1,Y,CONC,51,Atlanta,Fulton,6.317528,2.832017,FS,Y,Y,Y,Y,MARTA Shelter,33.763412,-84.407518,13121002600,Census Tract 26,33.7587958,-84.4026296,27.6,33611,1672,17417.2,  ,1
2315,900708,JOSEPH E BOONE BLVD @ SCIPLE TER NW,E,1,Y,DIRT,51,Atlanta,Fulton,13.383474,8.413753,FS,Y,Y,Y,Y,Other Bench,33.763417,-84.414907,13121002500,Census Tract 25,33.7590745,-84.4126613,39.3,30283,2814,16237.6,  ,0
2317,904343,JOSEPH E BOONE BLVD NW @ TEMPLE ST NW,E,1,Y,CONC,51,Atlanta,Fulton,27.002493,17.22657,NS,Y,Y,Y,Y,MARTA Shelter,33.763437,-84.422177,13121002400,Census Tract 24,33.7586698,-84.4248089,32.4,28056,2902,19166.3,  ,1
2322,905153,JOSEPH E BOONE BLVD @ CHAPPELL RD,E,0,Y,CONC,51,Atlanta,Fulton,49.737697,23.220594,NS,Y,Y,Y,Y,Sign,33.763479,-84.433143,13121008400,Census Tract 84,33.7618564,-84.4355748,39.8,24183,2649,19424.6,Lighting  ,0
